id_match,match_number,stage,group,date_utc,match_status,result_type,home_team,away_team,home_name,away_name,home_score,away_score,home_penalties,away_penalties,winner,home_tactics,away_tactics,home_possession,away_possession,attendance,stadium,humidity,temperature,wind_speed,weather
300111115,35,First stage,Group B,2010-06-22,0,1,NGA,KOR,Nigeria,Korea Republic,2,2,,,,,,,,,Durban Stadium,,,,
300061455,36,First stage,Group B,2010-06-22,0,1,GRE,ARG,Greece,Argentina,0,2,,,ARG,,,,,,Peter Mokaba Stadium,,,,
300061461,38,First stage,Group C,2010-06-23,0,1,USA,ALG,USA,Algeria,1,0,,,USA,,,,,,Loftus Versfeld Stadium,,,,
300061462,37,First stage,Group C,2010-06-23,0,1,SVN,ENG,Slovenia,England,0,1,,,ENG,,,,,,Port Elizabeth Stadium,,,,
300061467,40,First stage,Group D,2010-06-23,0,1,AUS,SRB,Australia,Serbia,2,1,,,AUS,,,,,,Mbombela Stadium,,,,
300061468,39,First stage,Group D,2010-06-23,0,1,GHA,GER,Ghana,Germany,0,1,,,GER,,,,,,Soccer City Stadium,,,,
300061479,42,First stage,Group F,2010-06-24,0,1,PAR,NZL,Paraguay,New Zealand,0,0,,,,,,,,,Peter Mokaba Stadium,,,,
300061480,41,First stage,Group F,2010-06-24,0,1,SVK,ITA,Slovakia,Italy,3,2,,,SVK,,,,,,Ellis Park Stadium,,,,
300061473,44,First stage,Group E,2010-06-24,0,1,CMR,NED,Cameroon,Netherlands,1,2,,,NED,,,,,,Cape Town Stadium,,,,
300061474,43,First stage,Group E,2010-06-24,0,1,DEN,JPN,Denmark,Japan,1,3,,,JPN,,,,,,Royal Bafokeng Sports Palace,,,,
300061492,48,First stage,Group H,2010-06-25,0,1,SUI,HON,Switzerland,Honduras,0,0,,,,,,,,,Free State Stadium,,,,
300061491,47,First stage,Group H,2010-06-25,0,1,CHI,ESP,Chile,Spain,1,2,,,ESP,,,,,,Loftus Versfeld Stadium,,,,
300061486,46,First stage,Group G,2010-06-25,0,1,PRK,CIV,Korea DPR,Côte d'Ivoire,0,3,,,CIV,,,,,,Mbombela Stadium,,,,
300111111,45,First stage,Group G,2010-06-25,0,1,POR,BRA,Portugal,Brazil,0,0,,,,,,,,,Durban Stadium,,,,
300061504,49,Round of 16,,2010-06-26,0,1,URU,KOR,Uruguay,Korea Republic,2,1,,,URU,,,,,,Port Elizabeth Stadium,,,,
300061503,50,Round of 16,,2010-06-26,0,3,USA,GHA,USA,Ghana,1,2,,,GHA,,,,,,Royal Bafokeng Sports Palace,,,,
300061501,51,Round of 16,,2010-06-27,0,1,GER,ENG,Germany,England,4,1,,,GER,,,,,,Free State Stadium,,,,
300061502,52,Round of 16,,2010-06-27,0,1,ARG,MEX,Argentina,Mexico,3,1,,,ARG,,,,,,Soccer City Stadium,,,,
300111113,53,Round of 16,,2010-06-28,0,1,NED,SVK,Netherlands,Slovakia,2,1,,,NED,,,,,,Durban Stadium,,,,
300061500,54,Round of 16,,2010-06-28,0,1,BRA,CHI,Brazil,Chile,3,0,,,BRA,,,,,,Ellis Park Stadium,,,,
300061497,55,Round of 16,,2010-06-29,0,2,PAR,JPN,Paraguay,Japan,0,0,5.0,3.0,PAR,,,,,,Loftus Versfeld Stadium,,,,
300061498,56,Round of 16,,2010-06-29,0,1,ESP,POR,Spain,Portugal,1,0,,,ESP,,,,,,Cape Town Stadium,,,,
300061507,57,Quarter-final,,2010-07-02,0,1,NED,BRA,Netherlands,Brazil,2,1,,,NED,,,,,,Port Elizabeth Stadium,,,,
300061508,58,Quarter-final,,2010-07-02,0,2,URU,GHA,Uruguay,Ghana,1,1,4.0,2.0,URU,,,,,,Soccer City Stadium,,,,
300061505,59,Quarter-final,,2010-07-03,0,1,ARG,GER,Argentina,Germany,0,4,,,GER,,,,,,Cape Town Stadium,,,,
300061506,60,Quarter-final,,2010-07-03,0,1,PAR,ESP,Paraguay,Spain,0,1,,,ESP,,,,,,Ellis Park Stadium,,,,
300061512,61,Semi-final,,2010-07-06,0,1,URU,NED,Uruguay,Netherlands,2,3,,,NED,,,,,,Cape Town Stadium,,,,
300111114,62,Semi-final,,2010-07-07,0,1,GER,ESP,Germany,Spain,0,1,,,ESP,,,,,,Durban Stadium,,,,
300061510,63,Match for third place,,2010-07-10,0,1,URU,GER,Uruguay,Germany,2,3,,,GER,,,,,,Port Elizabeth Stadium,,,,
300061509,64,Final,,2010-07-11,0,3,NED,ESP,Netherlands,Spain,0,1,,,ESP,,,,,,Soccer City Stadium,,,,
